"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"id","Geographic Area Name","Households!!Estimate!!Total","Households!!Margin of Error!!Total","Households!!Estimate!!Less than $10,000","Households!!Margin of Error!!Less than $10,000","Households!!Estimate!!$10,000 to $14,999","Households!!Margin of Error!!$10,000 to $14,999","Households!!Estimate!!$15,000 to $24,999","Households!!Margin of Error!!$15,000 to $24,999","Households!!Estimate!!$25,000 to $34,999","Households!!Margin of Error!!$25,000 to $34,999","Households!!Estimate!!$35,000 to $49,999","Households!!Margin of Error!!$35,000 to $49,999","Households!!Estimate!!$50,000 to $74,999","Households!!Margin of Error!!$50,000 to $74,999","Households!!Estimate!!$75,000 to $99,999","Households!!Margin of Error!!$75,000 to $99,999","Households!!Estimate!!$100,000 to $149,999","Households!!Margin of Error!!$100,000 to $149,999","Households!!Estimate!!$150,000 to $199,999","Households!!Margin of Error!!$150,000 to $199,999","Households!!Estimate!!$200,000 or more","Households!!Margin of Error!!$200,000 or more","Households!!Estimate!!Median income (dollars)","Households!!Margin of Error!!Median income (dollars)","Households!!Estimate!!Mean income (dollars)","Households!!Margin of Error!!Mean income (dollars)","Households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Families!!Estimate!!Total","Families!!Margin of Error!!Total","Families!!Estimate!!Less than $10,000","Families!!Margin of Error!!Less than $10,000","Families!!Estimate!!$10,000 to $14,999","Families!!Margin of Error!!$10,000 to $14,999","Families!!Estimate!!$15,000 to $24,999","Families!!Margin of Error!!$15,000 to $24,999","Families!!Estimate!!$25,000 to $34,999","Families!!Margin of Error!!$25,000 to $34,999","Families!!Estimate!!$35,000 to $49,999","Families!!Margin of Error!!$35,000 to $49,999","Families!!Estimate!!$50,000 to $74,999","Families!!Margin of Error!!$50,000 to $74,999","Families!!Estimate!!$75,000 to $99,999","Families!!Margin of Error!!$75,000 to $99,999","Families!!Estimate!!$100,000 to $149,999","Families!!Margin of Error!!$100,000 to $149,999","Families!!Estimate!!$150,000 to $199,999","Families!!Margin of Error!!$150,000 to $199,999","Families!!Estimate!!$200,000 or more","Families!!Margin of Error!!$200,000 or more","Families!!Estimate!!Median income (dollars)","Families!!Margin of Error!!Median income (dollars)","Families!!Estimate!!Mean income (dollars)","Families!!Margin of Error!!Mean income (dollars)","Families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Married-couple families!!Estimate!!Total","Married-couple families!!Margin of Error!!Total","Married-couple families!!Estimate!!Less than $10,000","Married-couple families!!Margin of Error!!Less than $10,000","Married-couple families!!Estimate!!$10,000 to $14,999","Married-couple families!!Margin of Error!!$10,000 to $14,999","Married-couple families!!Estimate!!$15,000 to $24,999","Married-couple families!!Margin of Error!!$15,000 to $24,999","Married-couple families!!Estimate!!$25,000 to $34,999","Married-couple families!!Margin of Error!!$25,000 to $34,999","Married-couple families!!Estimate!!$35,000 to $49,999","Married-couple families!!Margin of Error!!$35,000 to $49,999","Married-couple families!!Estimate!!$50,000 to $74,999","Married-couple families!!Margin of Error!!$50,000 to $74,999","Married-couple families!!Estimate!!$75,000 to $99,999","Married-couple families!!Margin of Error!!$75,000 to $99,999","Married-couple families!!Estimate!!$100,000 to $149,999","Married-couple families!!Margin of Error!!$100,000 to $149,999","Married-couple families!!Estimate!!$150,000 to $199,999","Married-couple families!!Margin of Error!!$150,000 to $199,999","Married-couple families!!Estimate!!$200,000 or more","Married-couple families!!Margin of Error!!$200,000 or more","Married-couple families!!Estimate!!Median income (dollars)","Married-couple families!!Margin of Error!!Median income (dollars)","Married-couple families!!Estimate!!Mean income (dollars)","Married-couple families!!Margin of Error!!Mean income (dollars)","Married-couple families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Nonfamily households!!Estimate!!Total","Nonfamily households!!Margin of Error!!Total","Nonfamily households!!Estimate!!Less than $10,000","Nonfamily households!!Margin of Error!!Less than $10,000","Nonfamily households!!Estimate!!$10,000 to $14,999","Nonfamily households!!Margin of Error!!$10,000 to $14,999","Nonfamily households!!Estimate!!$15,000 to $24,999","Nonfamily households!!Margin of Error!!$15,000 to $24,999","Nonfamily households!!Estimate!!$25,000 to $34,999","Nonfamily households!!Margin of Error!!$25,000 to $34,999","Nonfamily households!!Estimate!!$35,000 to $49,999","Nonfamily households!!Margin of Error!!$35,000 to $49,999","Nonfamily households!!Estimate!!$50,000 to $74,999","Nonfamily households!!Margin of Error!!$50,000 to $74,999","Nonfamily households!!Estimate!!$75,000 to $99,999","Nonfamily households!!Margin of Error!!$75,000 to $99,999","Nonfamily households!!Estimate!!$100,000 to $149,999","Nonfamily households!!Margin of Error!!$100,000 to $149,999","Nonfamily households!!Estimate!!$150,000 to $199,999","Nonfamily households!!Margin of Error!!$150,000 to $199,999","Nonfamily households!!Estimate!!$200,000 or more","Nonfamily households!!Margin of Error!!$200,000 or more","Nonfamily households!!Estimate!!Median income (dollars)","Nonfamily households!!Margin of Error!!Median income (dollars)","Nonfamily households!!Estimate!!Mean income (dollars)","Nonfamily households!!Margin of Error!!Mean income (dollars)","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months"
"0400000US06","California","12406475","16820","6.0","0.1","5.4","0.1","10.2","0.1","9.3","0.1","13.0","0.2","17.5","0.2","12.3","0.2","14.3","0.2","6.1","0.1","6.0","0.1","57708","354","79465","396","29.8","(X)","(X)","(X)","(X)","(X)","8507856","27357","4.7","0.1","3.4","0.1","8.8","0.2","8.7","0.2","12.9","0.2","17.6","0.2","13.2","0.2","16.3","0.2","7.2","0.1","7.2","0.1","65481","394","88178","521","(X)","(X)","30.4","(X)","(X)","(X)","6082566","27431","2.0","0.1","2.0","0.1","6.6","0.1","7.2","0.2","11.6","0.2","17.5","0.3","14.7","0.2","19.6","0.3","9.3","0.2","9.5","0.2","80004","511","102961","637","(X)","(X)","(X)","(X)","(X)","(X)","3898619","22565","10.9","0.3","10.4","0.3","14.2","0.3","10.9","0.3","13.5","0.3","16.1","0.3","9.5","0.2","8.7","0.3","2.9","0.2","2.9","0.1","38460","521","55429","521","(X)","(X)","(X)","(X)","25.7","(X)"
"0400000US01","Alabama","1815152","10938","10.8","0.4","7.4","0.3","13.7","0.4","11.9","0.4","15.2","0.4","17.0","0.5","9.8","0.4","9.0","0.3","3.0","0.2","2.1","0.2","40474","472","55778","640","28.7","(X)","(X)","(X)","(X)","(X)","1227884","13886","7.1","0.4","4.4","0.3","11.3","0.5","11.2","0.5","15.5","0.6","19.4","0.6","12.3","0.5","11.8","0.4","4.0","0.3","2.9","0.2","50429","708","65730","880","(X)","(X)","29.8","(X)","(X)","(X)","868946","13303","2.2","0.3","2.3","0.3","7.7","0.5","9.6","0.5","15.5","0.7","22.2","0.7","15.6","0.6","15.7","0.6","5.4","0.3","3.9","0.3","63353","953","78672","1008","(X)","(X)","(X)","(X)","(X)","(X)","587268","11440","19.8","0.9","14.1","0.7","19.4","0.8","13.3","0.6","14.0","0.7","11.2","0.6","3.9","0.4","3.0","0.4","0.8","0.2","0.5","0.2","22840","632","33431","874","(X)","(X)","(X)","(X)","25.3","(X)"
"0400000US02","Alaska","254610","2804","4.2","0.6","4.6","0.6","8.1","0.9","8.9","0.7","12.2","0.9","19.1","1.2","13.3","1.2","18.0","1.2","6.4","0.9","5.1","0.6","64576","2085","81290","2177","23.2","(X)","(X)","(X)","(X)","(X)","170859","4484","3.0","0.7","2.4","0.5","6.3","0.9","7.4","1.0","10.6","1.0","18.9","1.5","15.0","1.5","21.4","1.5","8.2","1.2","6.7","0.8","76962","2545","93329","2957","(X)","(X)","23.7","(X)","(X)","(X)","127969","4713","0.8","0.4","0.8","0.3","3.2","0.7","5.5","1.0","9.1","1.0","19.0","1.6","17.2","1.7","25.5","1.8","10.6","1.6","8.3","1.1","91194","2490","107127","3718","(X)","(X)","(X)","(X)","(X)","(X)","83751","4087","8.3","1.4","9.5","1.6","13.3","1.9","12.1","1.7","15.3","1.9","19.3","2.2","9.4","1.6","9.0","1.7","2.4","0.7","1.4","0.5","40843","1825","52590","2546","(X)","(X)","(X)","(X)","20.8","(X)"
"0400000US04","Arizona","2334050","12895","8.0","0.3","5.8","0.2","11.5","0.4","11.9","0.4","15.5","0.4","18.8","0.4","11.3","0.3","11.0","0.3","3.3","0.2","3.0","0.2","46789","531","62838","665","30.6","(X)","(X)","(X)","(X)","(X)","1548428","12546","5.6","0.4","4.0","0.3","9.3","0.4","10.9","0.4","14.8","0.5","20.6","0.6","13.1","0.5","13.5","0.5","4.2","0.3","3.9","0.2","55353","769","71580","930","(X)","(X)","30.9","(X)","(X)","(X)","1134229","11959","2.6","0.3","2.3","0.3","7.0","0.5","9.3","0.4","14.3","0.6","21.9","0.6","15.4","0.6","16.7","0.6","5.4","0.3","5.1","0.3","65580","909","82883","1090","(X)","(X)","(X)","(X)","(X)","(X)","785622","11512","14.2","0.7","9.9","0.5","16.4","0.6","14.2","0.6","16.7","0.7","14.4","0.6","6.9","0.5","5.0","0.4","1.3","0.2","1.1","0.2","31424","488","42770","973","(X)","(X)","(X)","(X)","28.0","(X)"
"0400000US05","Arkansas","1114902","8104","9.8","0.5","7.7","0.4","14.8","0.5","13.7","0.5","15.7","0.5","17.1","0.5","9.4","0.4","7.8","0.4","2.2","0.2","1.8","0.2","38307","643","52382","849","28.8","(X)","(X)","(X)","(X)","(X)","761361","9102","6.4","0.5","4.4","0.4","12.4","0.6","13.2","0.6","16.3","0.6","20.0","0.6","11.9","0.5","10.2","0.5","2.9","0.3","2.3","0.3","47049","745","61359","1099","(X)","(X)","29.7","(X)","(X)","(X)","554946","8664","2.0","0.3","2.4","0.3","9.0","0.5","12.0","0.7","16.8","0.8","23.5","0.8","14.8","0.7","12.8","0.6","3.7","0.4","3.0","0.3","57482","1139","71681","1394","(X)","(X)","(X)","(X)","(X)","(X)","353541","8369","19.1","1.0","15.3","1.0","19.8","0.9","14.6","1.0","14.3","1.0","10.0","1.0","3.5","0.6","2.3","0.4","0.4","0.2","0.6","0.2","22420","769","31367","1103","(X)","(X)","(X)","(X)","25.2","(X)"
"0400000US08","Colorado","1960585","9151","6.8","0.3","5.1","0.3","10.3","0.3","10.1","0.4","14.0","0.4","18.4","0.4","12.7","0.3","13.6","0.4","4.8","0.2","4.3","0.2","54046","729","72423","780","25.1","(X)","(X)","(X)","(X)","(X)","1258885","11852","4.3","0.3","2.7","0.2","7.4","0.4","8.3","0.4","13.1","0.5","19.2","0.5","15.1","0.4","17.4","0.5","6.6","0.3","5.9","0.3","67800","882","86004","1116","(X)","(X)","25.5","(X)","(X)","(X)","959624","11391","1.6","0.2","1.4","0.2","4.8","0.3","6.7","0.4","11.9","0.5","19.8","0.5","17.3","0.5","21.1","0.6","8.0","0.5","7.4","0.3","79735","940","98324","1426","(X)","(X)","(X)","(X)","(X)","(X)","701700","12583","12.8","0.6","9.7","0.5","16.0","0.7","13.4","0.6","15.3","0.8","16.8","0.8","7.7","0.5","6.0","0.4","1.3","0.2","1.1","0.2","33148","953","45445","879","(X)","(X)","(X)","(X)","23.0","(X)"
"0400000US09","Connecticut","1358809","7109","5.8","0.3","4.4","0.3","9.0","0.4","8.2","0.4","12.4","0.4","17.0","0.5","13.3","0.5","15.6","0.5","6.7","0.3","7.6","0.3","64032","1092","90074","1309","29.1","(X)","(X)","(X)","(X)","(X)","890770","9681","3.4","0.4","2.3","0.3","5.7","0.4","6.5","0.5","10.9","0.5","17.0","0.6","15.4","0.6","19.8","0.7","8.7","0.4","10.3","0.4","81246","884","108218","1616","(X)","(X)","30.0","(X)","(X)","(X)","656629","8304","1.0","0.2","0.9","0.2","3.1","0.4","4.7","0.4","9.0","0.6","16.1","0.8","17.2","0.7","23.5","0.7","10.9","0.5","13.5","0.6","96805","1231","126921","2117","(X)","(X)","(X)","(X)","(X)","(X)","468039","8409","11.3","0.7","8.7","0.7","15.8","0.9","11.7","0.8","15.4","0.8","16.5","0.9","8.8","0.7","6.9","0.6","2.7","0.4","2.2","0.3","36924","917","52872","1718","(X)","(X)","(X)","(X)","26.0","(X)"
"0400000US10","Delaware","328765","4178","6.0","0.6","4.7","0.6","10.1","1.0","9.6","0.8","13.9","0.9","19.6","0.9","13.2","1.0","14.3","1.0","4.9","0.5","3.6","0.4","55847","1499","72550","1826","31.1","(X)","(X)","(X)","(X)","(X)","221233","4976","3.1","0.5","2.5","0.5","7.5","1.0","8.4","1.0","13.9","1.2","20.1","1.2","15.9","1.2","17.7","1.1","6.2","0.6","4.7","0.5","68746","2459","84491","2420","(X)","(X)","31.8","(X)","(X)","(X)","161575","5137","0.9","0.3","0.9","0.4","4.5","0.9","6.3","0.9","11.8","1.1","20.8","1.6","18.6","1.5","21.8","1.5","8.3","0.8","6.2","0.7","81093","1439","98186","2898","(X)","(X)","(X)","(X)","(X)","(X)","107532","4730","12.5","1.5","9.9","1.5","16.1","2.2","12.5","1.6","14.8","1.6","18.0","1.8","6.9","1.3","6.3","1.4","1.8","0.6","1.1","0.5","33779","2799","45328","2115","(X)","(X)","(X)","(X)","28.3","(X)"
"0400000US11","District of Columbia","252388","3730","10.4","0.9","5.5","0.8","8.1","0.9","7.7","0.8","10.5","0.8","15.7","1.2","11.5","1.1","13.1","1.0","7.1","0.7","10.3","0.7","60903","1540","92959","2716","31.7","(X)","(X)","(X)","(X)","(X)","101519","4051","7.8","1.2","4.1","1.0","7.3","1.3","7.6","1.2","8.8","1.3","13.6","1.6","9.9","1.4","14.4","1.4","9.7","1.4","16.9","1.3","77514","6098","121027","5305","(X)","(X)","34.0","(X)","(X)","(X)","57275","2762","1.7","0.9","0.5","0.4","3.5","1.3","4.4","1.3","5.6","1.5","11.9","2.1","9.8","1.8","20.2","2.5","14.5","2.2","28.0","2.1","133338","7551","173963","8566","(X)","(X)","(X)","(X)","(X)","(X)","150869","4823","12.8","1.3","6.7","1.1","8.5","1.2","8.1","1.2","11.5","1.2","17.1","1.5","12.2","1.4","12.4","1.4","5.2","0.8","5.6","1.0","51832","1483","72243","3305","(X)","(X)","(X)","(X)","29.4","(X)"
