"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"id","Geographic Area Name","Households!!Estimate!!Total","Households!!Margin of Error!!Total","Households!!Estimate!!Less than $10,000","Households!!Margin of Error!!Less than $10,000","Households!!Estimate!!$10,000 to $14,999","Households!!Margin of Error!!$10,000 to $14,999","Households!!Estimate!!$15,000 to $24,999","Households!!Margin of Error!!$15,000 to $24,999","Households!!Estimate!!$25,000 to $34,999","Households!!Margin of Error!!$25,000 to $34,999","Households!!Estimate!!$35,000 to $49,999","Households!!Margin of Error!!$35,000 to $49,999","Households!!Estimate!!$50,000 to $74,999","Households!!Margin of Error!!$50,000 to $74,999","Households!!Estimate!!$75,000 to $99,999","Households!!Margin of Error!!$75,000 to $99,999","Households!!Estimate!!$100,000 to $149,999","Households!!Margin of Error!!$100,000 to $149,999","Households!!Estimate!!$150,000 to $199,999","Households!!Margin of Error!!$150,000 to $199,999","Households!!Estimate!!$200,000 or more","Households!!Margin of Error!!$200,000 or more","Households!!Estimate!!Median income (dollars)","Households!!Margin of Error!!Median income (dollars)","Households!!Estimate!!Mean income (dollars)","Households!!Margin of Error!!Mean income (dollars)","Households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Families!!Estimate!!Total","Families!!Margin of Error!!Total","Families!!Estimate!!Less than $10,000","Families!!Margin of Error!!Less than $10,000","Families!!Estimate!!$10,000 to $14,999","Families!!Margin of Error!!$10,000 to $14,999","Families!!Estimate!!$15,000 to $24,999","Families!!Margin of Error!!$15,000 to $24,999","Families!!Estimate!!$25,000 to $34,999","Families!!Margin of Error!!$25,000 to $34,999","Families!!Estimate!!$35,000 to $49,999","Families!!Margin of Error!!$35,000 to $49,999","Families!!Estimate!!$50,000 to $74,999","Families!!Margin of Error!!$50,000 to $74,999","Families!!Estimate!!$75,000 to $99,999","Families!!Margin of Error!!$75,000 to $99,999","Families!!Estimate!!$100,000 to $149,999","Families!!Margin of Error!!$100,000 to $149,999","Families!!Estimate!!$150,000 to $199,999","Families!!Margin of Error!!$150,000 to $199,999","Families!!Estimate!!$200,000 or more","Families!!Margin of Error!!$200,000 or more","Families!!Estimate!!Median income (dollars)","Families!!Margin of Error!!Median income (dollars)","Families!!Estimate!!Mean income (dollars)","Families!!Margin of Error!!Mean income (dollars)","Families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Married-couple families!!Estimate!!Total","Married-couple families!!Margin of Error!!Total","Married-couple families!!Estimate!!Less than $10,000","Married-couple families!!Margin of Error!!Less than $10,000","Married-couple families!!Estimate!!$10,000 to $14,999","Married-couple families!!Margin of Error!!$10,000 to $14,999","Married-couple families!!Estimate!!$15,000 to $24,999","Married-couple families!!Margin of Error!!$15,000 to $24,999","Married-couple families!!Estimate!!$25,000 to $34,999","Married-couple families!!Margin of Error!!$25,000 to $34,999","Married-couple families!!Estimate!!$35,000 to $49,999","Married-couple families!!Margin of Error!!$35,000 to $49,999","Married-couple families!!Estimate!!$50,000 to $74,999","Married-couple families!!Margin of Error!!$50,000 to $74,999","Married-couple families!!Estimate!!$75,000 to $99,999","Married-couple families!!Margin of Error!!$75,000 to $99,999","Married-couple families!!Estimate!!$100,000 to $149,999","Married-couple families!!Margin of Error!!$100,000 to $149,999","Married-couple families!!Estimate!!$150,000 to $199,999","Married-couple families!!Margin of Error!!$150,000 to $199,999","Married-couple families!!Estimate!!$200,000 or more","Married-couple families!!Margin of Error!!$200,000 or more","Married-couple families!!Estimate!!Median income (dollars)","Married-couple families!!Margin of Error!!Median income (dollars)","Married-couple families!!Estimate!!Mean income (dollars)","Married-couple families!!Margin of Error!!Mean income (dollars)","Married-couple families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Nonfamily households!!Estimate!!Total","Nonfamily households!!Margin of Error!!Total","Nonfamily households!!Estimate!!Less than $10,000","Nonfamily households!!Margin of Error!!Less than $10,000","Nonfamily households!!Estimate!!$10,000 to $14,999","Nonfamily households!!Margin of Error!!$10,000 to $14,999","Nonfamily households!!Estimate!!$15,000 to $24,999","Nonfamily households!!Margin of Error!!$15,000 to $24,999","Nonfamily households!!Estimate!!$25,000 to $34,999","Nonfamily households!!Margin of Error!!$25,000 to $34,999","Nonfamily households!!Estimate!!$35,000 to $49,999","Nonfamily households!!Margin of Error!!$35,000 to $49,999","Nonfamily households!!Estimate!!$50,000 to $74,999","Nonfamily households!!Margin of Error!!$50,000 to $74,999","Nonfamily households!!Estimate!!$75,000 to $99,999","Nonfamily households!!Margin of Error!!$75,000 to $99,999","Nonfamily households!!Estimate!!$100,000 to $149,999","Nonfamily households!!Margin of Error!!$100,000 to $149,999","Nonfamily households!!Estimate!!$150,000 to $199,999","Nonfamily households!!Margin of Error!!$150,000 to $199,999","Nonfamily households!!Estimate!!$200,000 or more","Nonfamily households!!Margin of Error!!$200,000 or more","Nonfamily households!!Estimate!!Median income (dollars)","Nonfamily households!!Margin of Error!!Median income (dollars)","Nonfamily households!!Estimate!!Mean income (dollars)","Nonfamily households!!Margin of Error!!Mean income (dollars)","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months"
"0400000US01","Alabama","1822439","11200","10.3","0.3","6.8","0.3","12.9","0.4","11.5","0.3","14.7","0.4","17.6","0.5","10.5","0.3","10.0","0.4","3.1","0.2","2.6","0.2","42849","641","59294","702","33.9","(X)","(X)","(X)","(X)","(X)","1222568","14007","6.8","0.3","3.9","0.3","10.4","0.4","10.4","0.4","14.7","0.5","19.9","0.6","13.1","0.5","13.2","0.4","4.3","0.2","3.4","0.2","54045","804","70447","900","(X)","(X)","34.3","(X)","(X)","(X)","857865","13657","2.0","0.2","1.7","0.2","6.6","0.4","8.7","0.4","14.5","0.6","22.7","0.7","16.3","0.6","17.0","0.6","5.7","0.3","4.6","0.3","66934","960","84506","1110","(X)","(X)","(X)","(X)","(X)","(X)","599871","11825","19.0","0.7","13.1","0.7","18.8","0.7","13.6","0.8","14.0","0.7","12.2","0.7","4.6","0.4","3.1","0.4","0.7","0.2","0.8","0.2","24372","674","34725","970","(X)","(X)","(X)","(X)","31.6","(X)"
"0400000US02","Alaska","246015","2720","3.3","0.5","3.7","0.5","7.3","0.8","6.8","0.7","11.9","0.9","18.9","1.3","15.0","1.0","19.6","1.1","7.6","0.9","6.0","0.8","72237","1892","88758","2357","28.9","(X)","(X)","(X)","(X)","(X)","165431","3617","2.3","0.5","1.8","0.4","4.2","0.6","5.4","0.8","10.0","1.0","18.4","1.7","17.4","1.2","23.0","1.5","9.7","1.3","7.9","1.1","85385","2410","101544","3206","(X)","(X)","30.0","(X)","(X)","(X)","126502","3972","0.5","0.2","0.9","0.3","2.2","0.5","3.9","0.6","8.4","1.1","16.3","1.8","19.1","1.4","27.0","1.8","12.0","1.6","9.6","1.5","96968","3329","114051","3896","(X)","(X)","(X)","(X)","(X)","(X)","80584","3744","6.9","1.3","8.3","1.3","14.2","1.9","10.0","1.7","15.3","2.0","21.3","2.2","10.0","1.5","9.6","1.6","2.7","0.8","1.7","0.7","44837","3217","57396","2617","(X)","(X)","(X)","(X)","24.1","(X)"
"0400000US04","Arizona","2400809","11557","7.9","0.3","5.5","0.3","11.8","0.3","11.2","0.3","14.9","0.4","18.4","0.4","11.5","0.3","11.4","0.3","4.0","0.2","3.5","0.2","48510","587","66389","685","32.6","(X)","(X)","(X)","(X)","(X)","1572310","12708","5.9","0.3","3.5","0.3","9.1","0.4","10.3","0.4","14.5","0.4","19.6","0.5","13.5","0.4","13.9","0.4","5.1","0.2","4.5","0.3","57163","675","76117","1010","(X)","(X)","33.3","(X)","(X)","(X)","1136593","12560","2.6","0.2","2.1","0.2","6.4","0.4","8.7","0.4","13.5","0.5","20.7","0.5","16.0","0.5","17.4","0.6","6.6","0.3","6.0","0.4","69532","1072","88732","1370","(X)","(X)","(X)","(X)","(X)","(X)","828499","11938","13.9","0.6","9.4","0.6","17.3","0.7","13.4","0.6","15.7","0.7","14.9","0.7","7.0","0.5","5.7","0.4","1.4","0.2","1.3","0.2","31504","505","44361","797","(X)","(X)","(X)","(X)","29.6","(X)"
"0400000US05","Arkansas","1125899","6925","9.6","0.4","7.3","0.4","14.3","0.5","12.6","0.6","15.6","0.6","17.5","0.6","9.7","0.4","8.6","0.4","2.5","0.2","2.2","0.2","40511","710","55547","819","29.8","(X)","(X)","(X)","(X)","(X)","751124","10710","5.9","0.5","4.2","0.4","11.4","0.5","12.0","0.6","16.1","0.7","19.8","0.7","12.8","0.6","11.5","0.6","3.4","0.3","2.9","0.3","50415","861","65578","1061","(X)","(X)","30.7","(X)","(X)","(X)","548537","9552","1.9","0.3","2.2","0.3","8.1","0.5","10.5","0.7","16.0","0.8","22.8","0.9","15.5","0.7","14.7","0.8","4.5","0.4","3.8","0.3","61324","947","76848","1311","(X)","(X)","(X)","(X)","(X)","(X)","374775","8769","18.7","1.1","14.2","0.9","20.2","0.9","14.3","1.1","13.9","1.0","11.9","1.0","3.3","0.5","2.2","0.5","0.8","0.2","0.7","0.2","23163","757","33245","1226","(X)","(X)","(X)","(X)","26.6","(X)"
"0400000US06","California","12650592","16944","6.2","0.1","5.2","0.1","9.8","0.1","9.1","0.1","12.3","0.1","16.8","0.2","11.9","0.2","14.5","0.2","6.6","0.1","7.7","0.1","60190","255","85707","378","32.4","(X)","(X)","(X)","(X)","(X)","8645970","31516","4.7","0.1","3.4","0.1","8.5","0.2","8.6","0.2","12.1","0.2","16.7","0.2","12.7","0.2","16.4","0.2","7.7","0.1","9.2","0.1","68222","447","95232","490","(X)","(X)","33.2","(X)","(X)","(X)","6160314","28374","1.9","0.1","1.9","0.1","6.1","0.1","7.1","0.2","10.8","0.2","16.7","0.2","13.9","0.2","19.5","0.3","9.9","0.2","12.2","0.2","83871","617","112070","654","(X)","(X)","(X)","(X)","(X)","(X)","4004622","27783","11.7","0.2","9.8","0.2","13.2","0.2","10.4","0.3","12.7","0.3","16.0","0.3","9.6","0.2","9.2","0.2","3.4","0.2","3.8","0.2","40319","386","60154","687","(X)","(X)","(X)","(X)","28.1","(X)"
"0400000US08","Colorado","2002800","8550","6.0","0.3","4.2","0.2","9.5","0.4","10.1","0.3","13.2","0.3","18.2","0.4","13.2","0.4","14.4","0.4","5.9","0.2","5.4","0.2","58823","808","79381","754","27.7","(X)","(X)","(X)","(X)","(X)","1279941","10970","3.4","0.3","2.3","0.2","6.9","0.4","8.4","0.3","11.8","0.4","18.8","0.5","15.3","0.5","17.9","0.6","7.7","0.3","7.3","0.3","72043","784","93036","1023","(X)","(X)","28.0","(X)","(X)","(X)","982202","12396","1.3","0.2","1.2","0.2","4.6","0.3","6.5","0.3","10.4","0.5","18.9","0.6","17.2","0.5","21.3","0.7","9.5","0.4","9.1","0.4","84833","1182","105727","1239","(X)","(X)","(X)","(X)","(X)","(X)","722859","10884","11.4","0.6","7.8","0.5","14.9","0.6","13.4","0.7","16.0","0.6","16.4","0.6","8.7","0.5","7.2","0.5","2.2","0.3","2.0","0.3","36893","588","52250","1285","(X)","(X)","(X)","(X)","25.6","(X)"
"0400000US09","Connecticut","1339860","7005","5.9","0.3","4.0","0.3","8.9","0.4","7.9","0.4","11.0","0.4","16.8","0.6","12.5","0.4","16.2","0.5","7.5","0.4","9.3","0.3","67098","1058","97801","1502","31.7","(X)","(X)","(X)","(X)","(X)","890293","9252","3.4","0.3","2.1","0.3","5.4","0.4","6.5","0.4","9.6","0.5","16.6","0.7","13.8","0.5","20.0","0.7","9.9","0.5","12.6","0.5","85563","1274","118345","2037","(X)","(X)","32.1","(X)","(X)","(X)","657885","9631","1.0","0.2","0.8","0.2","2.7","0.3","4.6","0.4","7.8","0.5","15.9","0.8","14.8","0.6","23.9","0.8","12.5","0.6","16.1","0.6","103412","1595","139293","2487","(X)","(X)","(X)","(X)","(X)","(X)","449567","8875","11.6","0.7","8.1","0.6","16.1","0.8","10.9","0.8","14.1","0.9","17.2","0.9","9.7","0.7","7.6","0.5","2.3","0.3","2.4","0.3","37872","1315","53823","1498","(X)","(X)","(X)","(X)","29.5","(X)"
"0400000US10","Delaware","339071","3144","6.2","0.7","4.0","0.5","9.1","0.7","10.0","0.9","13.6","0.9","19.7","0.9","12.8","0.8","13.8","1.0","5.8","0.5","4.9","0.5","57846","1876","76995","1876","34.6","(X)","(X)","(X)","(X)","(X)","228364","4558","4.0","0.8","2.1","0.4","7.0","0.9","8.5","1.1","11.6","1.0","21.0","1.3","14.8","1.2","17.6","1.3","7.1","0.7","6.4","0.6","69394","2140","89016","2278","(X)","(X)","34.4","(X)","(X)","(X)","164733","4617","1.2","0.5","0.6","0.2","5.2","1.0","6.5","1.0","10.6","1.2","20.8","1.5","16.0","1.5","21.2","1.5","9.5","1.0","8.6","0.9","82213","2624","104116","2967","(X)","(X)","(X)","(X)","(X)","(X)","110707","4007","12.0","1.4","8.6","1.4","14.4","1.5","13.1","1.6","18.8","1.9","16.2","1.6","8.3","1.1","5.0","0.9","2.2","0.7","1.4","0.5","36492","1805","48108","2624","(X)","(X)","(X)","(X)","33.1","(X)"
"0400000US11","District of Columbia","271651","3228","10.9","0.9","4.4","0.6","7.4","1.0","6.9","0.8","9.3","0.9","14.9","1.1","10.4","0.9","15.5","0.9","8.2","0.9","12.0","0.8","67572","3383","102882","3025","31.5","(X)","(X)","(X)","(X)","(X)","120467","4214","9.0","1.2","3.7","0.8","8.1","1.3","8.4","1.3","8.2","1.4","13.3","1.6","8.3","1.2","13.6","1.3","9.1","1.2","18.2","1.3","72337","5358","126862","6095","(X)","(X)","35.4","(X)","(X)","(X)","65805","3264","1.6","0.8","2.5","1.1","3.3","1.1","4.9","1.6","5.7","1.4","11.2","1.9","7.8","1.5","17.8","2.2","14.2","2.1","31.0","2.7","133600","8251","186866","11529","(X)","(X)","(X)","(X)","(X)","(X)","151184","4516","13.0","1.3","4.9","1.0","7.4","1.2","5.8","0.9","10.0","1.3","16.0","1.7","11.9","1.4","16.9","1.3","7.5","1.2","6.5","0.8","63192","3442","80921","2739","(X)","(X)","(X)","(X)","27.1","(X)"
